model,fpr,tpr
Logistic Regression,0.009484402669935976,0.33142623620760114
Logistic Regression,0.009518457975752622,0.33224356354720064
Logistic Regression,0.009535485628660946,0.3330608908868002
Logistic Regression,0.009603596240294238,0.3338782182263997
Logistic Regression,0.009705762157744177,0.33428688189619943
Logistic Regression,0.009807928075194115,0.33551287290559867
Logistic Regression,0.009876038686827408,0.3363302002451982
Logistic Regression,0.010046315215910638,0.3371475275847977
Logistic Regression,0.010148481133360577,0.3379648549243972
Logistic Regression,0.01021659174499387,0.33878218226399676
Logistic Regression,0.010250647050810517,0.3408255006129955
Logistic Regression,0.010335785315352132,0.3420514916223948
Logistic Regression,0.01043795123280207,0.3428688189619943
Logistic Regression,0.010557144803160333,0.3440948099713935
Logistic Regression,0.010574172456068655,0.34491213731099307
Logistic Regression,0.010608227761885301,0.34572946465059257
Logistic Regression,0.010659310720610271,0.3481814466693911
Logistic Regression,0.010710393679335241,0.34940743767879034
Logistic Regression,0.010744448985151887,0.35063342868818964
Logistic Regression,0.010880670208418472,0.35145075602778914
Logistic Regression,0.011067974390410027,0.3518594196975889
Logistic Regression,0.011238250919493258,0.3526767470371884
Logistic Regression,0.011272306225309904,0.3539027380465877
Logistic Regression,0.011442582754393135,0.35472006538618717
Logistic Regression,0.01147663806020978,0.3551287290559869
Logistic Regression,0.011561776324751397,0.35676338373518596
Logistic Regression,0.01157880397765972,0.35758071107478545
Logistic Regression,0.011646914589293011,0.3588067020841847
Logistic Regression,0.011715025200926304,0.3592153657539845
Logistic Regression,0.011834218771284566,0.360032693093584
Logistic Regression,0.011902329382917859,0.361667347772783
Logistic Regression,0.011970439994551151,0.3641193297915815
Logistic Regression,0.012089633564909413,0.36493665713118106
Logistic Regression,0.012174771829451028,0.3669799754801798
Logistic Regression,0.012276937746900966,0.36779730281977935
Logistic Regression,0.012328020705625936,0.36861463015937884
Logistic Regression,0.012379103664350907,0.37065794850837763
Logistic Regression,0.012396131317259229,0.3714752758479771
Logistic Regression,0.012447214275984199,0.37351859419697586
Logistic Regression,0.012651546110884076,0.37474458520637516
Logistic Regression,0.01278776733415066,0.37637923988557415
Logistic Regression,0.012821822639967307,0.3771965672251737
Logistic Regression,0.012889933251600599,0.37842255823457294
Logistic Regression,0.012992099169050537,0.3788312219043727
Logistic Regression,0.013077237433592154,0.3812832039231712
Logistic Regression,0.0131112927394088,0.3821005312627707
Logistic Regression,0.013247513962675385,0.3825091949325705
Logistic Regression,0.013298596921400355,0.384961176951369
Logistic Regression,0.013417790491758615,0.3870044953003678
Logistic Regression,0.013451845797575262,0.38741315897016754
Logistic Regression,0.013485901103391908,0.3882304863097671
Logistic Regression,0.013519956409208554,0.3890478136493666
Logistic Regression,0.013673205285383462,0.3902738046587658
Logistic Regression,0.013707260591200109,0.39068246832856557
Logistic Regression,0.013860509467375017,0.39190845933796487
Logistic Regression,0.01387753712028334,0.39272578667756436
Logistic Regression,0.014047813649366572,0.39354311401716385
Logistic Regression,0.014115924260999864,0.39395177768696366
Logistic Regression,0.014201062525541479,0.39476910502656315
Logistic Regression,0.014252145484266449,0.39558643236616264
Logistic Regression,0.014371339054624711,0.39681242337556194
Logistic Regression,0.014558643236616264,0.3972210870453617
